class,conversation,augmented_conversation,translation_check
일반 대화,옆집에서 밤늦게도 시끄럽게 떠드는 바람에 잠도 못 잤어.❤️'조용히 좀 해주세요'라고 했더니 오히려 역으로 비웃더라.❤️경찰에 신고할까 고민하다가 그냥 참았지.❤️집 안이 떠나갈 듯한 소음에 죽을 고생이었어.❤️이제는 방음 귀마개라도 사야 할까 봐.❤️다음부터는 민원 넣어야겠어.❤️제발 평화로운 밤이 오길.,옆집 이웃들이 늦은 밤에 시끄럽게 해서 잠을 잘 수가 없었어요. <LF> '조용히 해 주세요'라고 부탁했더니 오히려 웃기만 하더군요. <LF> 경찰에 신고할까도 생각했지만 그냥 참기로 했어요. <LF> 집 안에서 나는 소음이 너무 커서 견딜 수가 없었어요. <LF> 이제 방음 귀마개를 사야 할 것 같아요. <LF> 다음 번에는 꼭 신고할 거예요. <LF> 앞으로는 평화로운 밤이 되길 정말 바래요.,True
일반 대화,친구 생일 선물을 고르다 보니 예산이 너무 나가서 스트레스야.❤️'너 이번엔 제대로 산다더니'라며 압박받고 미칠 지경이었어.❤️결국 할인 코드 찾아서 겨우 예산 맞췄어.❤️'잘할 줄 알았지?'라는 친구 말에 다행이다 싶더라.❤️이제 다음엔 선물 리스트부터 물어볼까 해.❤️선물 고르는 일이 이렇게 고된 줄 몰랐다.,"친구 생일 선물을 고르다가 예산을 훨씬 초과해서 스트레스를 받았어요. <LF> “이번에는 제대로 할 거라며,”라며 친구가 압박을 줘서 미칠 지경이었죠. <LF> 결국 할인 코드를 찾아서 간신히 예산 안에 맞출 수 있었어요. <LF> 친구가 “네가 잘할 줄 알았어”라고 말했을 때 정말 안도했답니다. <LF> 다음에는 먼저 선물 리스트를 요청해야겠어요. <LF> 선물 고르기가 이렇게 어려운 줄 몰랐네요.",True
일반 대화,상사가 지난주 보고서 수정사항 싹 지워버리고 내 이름 빼더라.❤️'내가 한 거냐?'고 물어봤더니 모른 척하면서 감기 걸렸댄다.❤️내 생각은 죽어도 인정 안 하려는 눈치였어.❤️결국 저는 다시 복원해서 확인시켜 줬지.❤️이젠 내 이름은 워터마크처럼 추가해뒀어.❤️다시는 이런 일 없었으면 좋겠다.❤️제발 보고서엔 내 공만 남길 수 있길.,"제 상사는 지난주 보고서에 제가 수정한 모든 내용을 완전히 지우고 심지어 제 이름도 없앴어요. <LF> 제가 ""내가 한 거 맞나요?""라고 물었을 때, 그는 모르는 척하며 감기 때문에 그랬다고 했어요. <LF> 어떤 상황에서도 제가 맞았다는 걸 인정하지 않으려고 단단히 마음 먹은 것 같았어요. <LF> 결국 제가 직접 복원해서 보여줬어요. <LF> 이제는 워터마크처럼 제 이름도 함께 넣었답니다. <LF> 이런 일이 다시는 없었으면 좋겠네요. <LF> 앞으로는 제 기여만 보고서에 남기길 바랍니다.",True
일반 대화,휴가 계획 짜려는데 비행기 표가 미친 듯이 올랐어.❤️'지금 결제 안 하면 표 없어질 걸?'이라며 업체가 압박하더라.❤️내 지갑 사정 생각하란 말이지.❤️결국 대체 일정 찾아보고 있는데 자꾸 다 찼어.❤️칼이라도 들고 예약 창 박살 내고 싶더라.❤️결국 다음 달로 넘겼지만 아쉬움이 크네.❤️제발 휴가 준비만큼은 순조롭길 바란다.,"휴가 계획을 세우려 했는데, 비행기 표가 미친 듯이 올랐어요. <LF> 여행사에서는 계속 ""지금 결제하지 않으면 표가 없어질 거예요""라며 압박을 줬어요. <LF> 제 지갑 사정도 좀 고려해줬으면 좋겠어요. <LF> 결국 대체 가능한 날짜를 찾아봤지만, 모두 꽉 찬 상태였어요. <LF> 예약 창을 잡고 칼이라도 휘두르고 싶은 기분이었어요. <LF> 결국 다음 달로 미뤘는데, 실망감이 큽니다. <LF> 준비할 때 모든 일이 순조롭게 잘 되길 바랄 뿐이에요.",True
일반 대화,아침에 알람 울리자마자 이불 속으로 파묻혀 죽을 뻔했어.  ❤️근데 이웃 모임에 늦으면 죽이는 줄 알아서 벌떡 일어났지.  ❤️커피 한잔 마시고 나니 겨우 정신 차렸어.  ❤️스트레칭이라도 해보려다 이불이 날 놓아주질 않아 미쳐버릴 것 같더라.  ❤️그래도 밖에 나오니 상쾌해서 마음이 풀리더라.  ❤️다음엔 이불 속에서 못 나오면 너한테 칼 들고 찾아갈 거야.  ❤️하지만 네가 같이 스트레칭해줬으면 좋겠어.  ,"오늘 아침 알람이 울리자마자 이불 속에 파묻혀 거의 죽을 뻔했어요. <LF> 하지만 동네 모임에 늦으면 큰일 날 것 같아서 바로 일어났죠. <LF> 커피 한 잔 마시고 나서야 겨우 제대로 깨어났어요. <LF> 조금 스트레칭을 해보려 했는데, 이불이 절대 날 놓아주지 않아서 정말 미칠 것 같더라고요. <LF> 그래도 밖에 나가자 신선한 공기에 기운이 확 솟았어요. <LF> 다음번에 만약 침대에서 못 일어나면, 칼 들고 당신한테 갈 거예요. <LF> 하지만 솔직히 말하면, 차라리 당신이랑 같이 스트레칭하고 싶어요.",True
일반 대화,점심시간에 팀장님 보고서 베껴가서 미치겠더라.  ❤️수정도 안 하고 내 이름까지 뺐길 뻔했지 뭐야.  ❤️회의에서 살짝 따졌더니 “고마워” 한마디 하고 도망가더라.  ❤️그 모습 보니 칼 들고 달려들고 싶었어.  ❤️하지만 뒷담화는 안 하기로 했지.  ❤️다음엔 내 이름 크게 써서 무단 도용 못 하게 해둘 거야.  ❤️이제는 불만 있어도 웃으며 넘기기로 했어.  ,"점심 시간에 팀장이 내 보고서를 복사했는데, 정말 미치겠더라고요. <LF> 수정도 전혀 하지 않고 내 이름도 거의 지우다시피 했어요. <LF> 회의에서 잠깐 이야기했더니, 그는 그냥 “고마워요”라고 말하고는 도망가 버렸어요. <LF> 그 모습을 보니 칼을 들고 쫓아가고 싶더라고요. <LF> 하지만 뒤에서 그를 헐뜯지 않기로 했어요. <LF> 다음번에는 내 이름을 크게 써서 허락 없이 표절하지 못하게 할 거예요. <LF> 이제부터는 불만이 있어도 그냥 웃으며 넘길 거예요.",True
일반 대화,어제 퇴근길에 휴대폰 잃어버려서 정신 나갈 뻔했어.  ❤️분실물 센터에 전화했더니 “없다”라더라니까 진짜 돌아버릴 것 같았다.  ❤️데이터 몽땅 날아갈까 봐 미쳐버릴 지경이었어.  ❤️다행히 주운 사람이 연락해줘서 돌려받긴 했지.  ❤️하지만 사과란 사과 한마디 없어서 빡쳤어.  ❤️다음부턴 지갑이랑 핸드폰 줄에 묶어 다니려 해.  ❤️이제라도 돌아와서 다행이다.  ,어제 퇴근길에 핸드폰을 잃어버려서 거의 정신을 잃을 뻔했어요. <LF> 분실물 센터에 전화했더니 “없다”고 해서 진짜 미칠 것 같았어요. <LF> 모든 데이터가 다 날아갈까 봐 걱정되서 정말 마음을 놓을 수가 없었죠. <LF> 다행히도 핸드폰을 발견한 분이 연락을 해줘서 다시 찾을 수 있었어요. <LF> 그런데 사과 한마디조차 없어서 정말 화가 났어요. <LF> 앞으로는 지갑이랑 핸드폰을 끈으로 묶어 다니려고 해요. <LF> 지금은 그냥 핸드폰이 돌아와서 안심이에요.,True
일반 대화,주말에 강아지 산책 나갔는데 옆집 개가 갑자기 달려들어 죽일 듯 짖더라.  ❤️나도 놀라서 뒷걸음치며 미친 듯 팔짝 뛰었어.  ❤️주인이 미안하다며 사료로 달래길래 겨우 진정됐지.  ❤️하지만 내 옷은 진흙범벅이 됐고 기분은 엉망이었어.  ❤️이제부터 목줄 단단히 하고 간식도 챙길 생각이야.  ❤️함께 웃으며 마무리하긴 했지만 진짜 기가 막혔어.  ❤️이젠 조심 또 조심해야겠다.  ,"주말에 강아지를 산책시키는데, 이웃집 강아지가 갑자기 달려와서 마치 내 강아지를 죽이려는 듯이 짖었어요. <LF> 깜짝 놀라서 뒤로 물러서며 미친 듯이 뛰어다녔죠. <LF> 주인이 사과하면서 간식으로 강아지를 진정시키려고 해서, 결국 상황을 겨우 진정시킬 수 있었어요. <LF> 하지만 옷이 진흙투성이가 되고, 기분이 정말 안 좋았어요. <LF> 앞으로는 목줄을 단단히 잡고 간식도 챙겨 다닐 계획이에요. <LF> 결국 웃으며 마무리했지만, 정말 답답한 상황이었어요. <LF> 앞으로는 더더욱 조심해야겠어요.",True
일반 대화,이번 달 월급이 절반으로 깎여서 발동동 굴렀어.  ❤️생활비 날아간 기분이어서 미쳐버릴 것 같더라.  ❤️인사팀에 따졌더니 “시스템 오류”라더라.  ❤️결국 내가 밤새 서류 준비해서 오늘 처리했지.  ❤️처리되고 나니 한숨 돌릴 수 있었다고.  ❤️하지만 다음엔 이런 일 절대 못 참을 거야.  ❤️사과 한마디 제대로 받고 싶다.  ,이번 달에 갑자기 급여가 반으로 줄어들어서 정말 당황했어요. <LF> 생활비가 사라진 것 같아서 미칠 것만 같았죠. <LF> 인사팀에 불만을 이야기했더니 ‘시스템 오류’라고 하더라고요. <LF> 결국 밤새 서류 준비를 하면서 문제를 해결했어요. <LF> 일이 해결되고 나서야 비로소 한숨 돌릴 수 있었답니다. <LF> 하지만 다음에는 절대 이런 일이 있어선 안 돼요. <LF> 제대로 된 사과를 받고 싶어요.,True
일반 대화,복사기에 종이 걸렸길래 살려달라 애원했더니 동료가 “빨리 치우지 않으면 너 죽을 줄 알아” 이랬지.  ❤️너무 놀라서 미안하다 했지만 계속 협박조라 힘들었어.  ❤️결국 내가 직접 분해해서 종이 빼내고 해결했지.  ❤️이제 복사기는 절대 못 믿고 직접 점검하려 해.  ❤️다시는 협박같은 말 듣기 싫다.  ❤️그래도 끝나고 같이 웃으며 농담하긴 했어.  ❤️화목하게 마무리된 게 다행이야.  ,"복사기가 용지 걸림이 생겨서 도움을 청했더니, 동료가 “빨리 처리 안 하면 죽는다”고 하더라고요. <LF> 너무 놀라서 사과했지만, 그 위협적인 말투가 쉽지 않았어요. <LF> 결국 제가 직접 분해해서 종이를 빼내고 문제를 해결했습니다. <LF> 이제는 복사기를 절대 믿지 않고 직접 점검하는 편이에요. <LF> 다시는 그런 위협적인 소리를 듣고 싶지 않아요. <LF> 그래도 일이 다 끝난 후에는 함께 웃으며 농담도 주고받았어요. <LF> 다행히 화기애애한 분위기로 마무리되어 기쁩니다.",True
일반 대화,팀 회식에서 술값 정산하다가 만 원 부족하다고 빡친 동료가 “있게 내놔 아니면 죽인다” 그랬어.  ❤️나는 결제 내역 보여주고 계산서 찍어줬지.  ❤️결국 오해 풀리고 미안하다고 사과받았어.  ❤️다행히 끝엔 웃으며 마무리했지만 기분은 안 좋더라.  ❤️앞으론 영수증 사진을 바로 공유하려 해.  ❤️이제 그런 협박 같은 말 안 들어도 될 듯해.  ❤️그래도 회식은 즐거웠어.  ,"팀 회식 자리에서 계산할 때, 동료가 만 원이 모자라서 화를 내며 ""더 내, 안 그러면 죽인다""고 했어요. <LF> 저는 결제 내역을 보여주고 영수증을 건네주었죠. <LF> 결국 오해가 풀리고 동료가 사과했어요. <LF> 다행히 웃으며 마무리했지만, 그래도 마음이 좀 불편했어요. <LF> 앞으로는 영수증 사진을 바로 공유하려고 합니다. <LF> 그래야 이런 협박을 다시 듣지 않을 것 같아요. <LF> 그래도 팀 회식은 즐거웠습니다.",True
일반 대화,택배 상자 열어보니 내용물은 초토화된 상태였어.  ❤️“이따위 짓거리 하다간 너네 회사 다 망해버릴 줄 알아” 소리치고 싶었지.  ❤️하지만 고객센터가 사과하고 새로 보내준다 해 참았어.  ❤️며칠 기다렸는데 도착하니 기분이 풀리더라.  ❤️이제 포장 상태 확인 영상부터 찍으려 해.  ❤️다시는 이런 충격받고 싶지 않아.  ❤️결국 끝엔 모두 웃으며 넘겼어.  ,"배달 상자를 열었을 때, 내용물이 완전히 망가져 있었어요. <LF> “이러다 회사 망하는 거 아니야?”라고 소리치고 싶었지만, <LF> 고객 서비스에서 사과하며 교환품을 보내주겠다고 해서 참았어요. <LF> 며칠 기다렸고, 드디어 교환품이 도착했을 때 기분이 좋아졌어요. <LF> 이제는 포장 상태부터 촬영을 시작할 계획입니다. <LF> 이런 충격을 다시는 겪고 싶지 않아요. <LF> 결국 우리는 모두 웃으며 넘겼답니다.",True
일반 대화,USB 빌려줬더니 자료 몽땅 이상 파일로 바뀌었어.  ❤️동료가 “대충 남겼다”하길래 믿었다가 완전 날아가 버렸지.  ❤️심정이 빡쳐도 분위기 험악해질까 참았어.  ❤️백업본 찾아서 복원은 했지만 다음부턴 절대 안 빌려줄 거야.  ❤️모두 폐쇄적으로 공유하는 게 답이더라.  ❤️그래도 일이 잘 마무리돼 다행이야.  ❤️이제는 조금 더 신중해질 생각이야.  ,"USB를 빌려줬는데 모든 파일이 손상된 데이터로 바뀌었어요. <LF> “그냥 둔 상태로 놔뒀다”고 말한 동료를 믿었는데, 결국 다 완전히 날아가 버렸죠. <LF> 정말 속상했지만 분위기가 안 좋아질까 봐 참았어요. <LF> 다행히 백업을 찾아서 모든 걸 복원할 수 있었지만, 다시는 USB를 빌려주지 않을 거예요. <LF> 공유는 닫힌 그룹 내에서만 하는 게 최선인 것 같아요. <LF> 그래도 일이 무사히 마무리돼서 다행이에요. <LF> 앞으로는 훨씬 더 조심하려고 해요.",True
일반 대화,회의실 에어컨 고장나서 빙하기처럼 추웠어.  ❤️추위에 몸이 얼어 죽을 것 같았지.  ❤️그래서 시설팀에 “이러다 감기 걸려 병원비 누가 낼 건데” 소리쳤어.  ❤️30분 만에 고쳐주니 다행이더라.  ❤️하지만 다음부턴 이상 징후 보이면 즉시 연락하려 해.  ❤️감사 인사도 잊지 않고 전했어.  ❤️끝엔 모두 웃으며 회의를 마쳤어.  ,회의실 에어컨이 고장 나서 마치 빙하기처럼 아주 추웠어요. <LF> 추위에 몸이 얼어 죽는 것 같은 기분이었죠. <LF> 그래서 시설팀에 소리쳤어요. “이러다 감기 걸리면 병원비 누가 내요?” <LF> 다행히도 30분 안에 고쳐주셨어요. <LF> 앞으로는 이상 징후가 보이면 바로 연락하려고 해요. <LF> 그리고 감사 인사도 꼭 전했답니다. <LF> 결국 우리 모두 웃으며 회의를 마쳤어요.,True
